name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	DropConditionCalc	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight	AdvancedStashStackable
Silver-edged Axe	axe	axe2	7ba	lax	7ba	100		4	1		0	xxx						1	62	110			2		100		332	130	35		65	0	144	18956	21119			bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Decapitator	axe	axe2	7bt	btx	7bt	100		4	1		0	xxx						1	49	137			2	10	100		378	66	40		73	0	162	16377	20575			btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx	invbtxu	invbtxu	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0			
Champion Axe	axe	axe2	7ga	btx	7ga	100		4	1		0	xxx						1	59	94			2	-10	100		334	118	50		82	0	183	19245	27026			gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax	invgaxu	invgaxu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Glorious Axe	axe	axe2	7gi	gix	7gi	100		4	1		0	xxx						1	60	124			3	10	100		328	110	50		85	0	198	18431	26860			gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Polished Wand	wand		7wn	wnd	7wn	100		1	1		0	xxx			18	33									100		50		22		55	0	123	9412	91277			wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd	invwnd	invwnd	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ghost Wand	wand		7yw	ywn	7yw	100		1	1		0	xxx			20	40								10	100		50		14		65	0	144	8786	10101			ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn	invywn	invywn	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Lich Wand	wand		7bw	bwn	7bw	100		1	1		0	xxx			10	31								-20	100		50		17		75	0	168	9208	12176			bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Unearthed Wand	wand		7gw	bwn	7gw	100		1	1		0	xxx			22	28									100		50		18		86	0	192	7687	11776			gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Truncheon	club		7cl	clb	7cl	100		1	1		0	xxx			35	43								-10	100		176	86	55		52	0	117	1488	17646			clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	2	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0			
Mighty Scepter	scep		7sc	mac	7sc	100		2	1		0	xxx			40	52									100		250	130	50		62	0	138	20199	21430			scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	2	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Seraph Rod	scep		7qs	mac	7qs	100		4	1		0	xxx			45	54							1	10	100		216	138	60		76	0	171	23501	30443			gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc	invgsc	invgsc	1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Caduceus	scep		7ws	whm	7ws	100		4	1		0	xxx			37	43							1	-10	100		194	140	70		85	0	198	22870	33149			wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Tyrant Club	club		7sp	clb	7sp	100		3	1		0	xxx			32	58							1		100		266		65		57	0	126	6793	69700			spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Reinforced Mace	mace		7ma	mac	7ma	100		4	1		0	xxx			41	49									100		290	92	60		63	0	141	14765	16069			mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Devil Star	mace		7mt	mac	7mt	100		4	1		0	xxx			43	53							1	10	100		306	88	72		70	0	156	15674	18911			mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Scourge	mace		7fl	fla	7fl	100		4	1		0	xxx			3	80							2	-10	100		250	154	65		76	0	171	19532	25415			fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Legendary Mallet	hamm		7wh	whm	7wh	100		4	1		0	xxx			50	61							1	20	110		378		65		82	0	183	14388	20388			whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Ogre Maul	hamm		7m7	mau	7m7	100		4	1		0	xxx						1	77	106			1	10	110		450		60		69	0	153	12156	14596			mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Thunder Maul	hamm		7gm	mau	7gm	100		3	1		0	xxx						1	33	180			2	20	110		506		60		85	0	195	17821	25996			gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Falcata	swor	swo1	7ss	ssd	7ss	100		3	1		0	xxx			31	59									100		300	176	24		56	0	126	15680	15143			ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Ataghan	swor	swo1	7sm	scm	7sm	100		3	1		0	xxx			26	46								-20	100		276	190	22		61	0	135	16103	16921			scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Elegant Blade	swor	swo1	7sb	scm	7sb	100		3	1		0	xxx			33	45								-10	100		218	244	32		63	0	141	22785	24490			sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Hydra Edge	swor	swo1	7fc	flc	7fc	100		4	1		0	xxx			28	68								10	100		284	210	32		69	0	153	18479	21867			flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc	invflc	invflc	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Phase Blade	swor	swo1	7cr	crs	7cr	100		2	1		0	xxx			31	35							1	-30	100		50	272	0	1	73	0	162	25680	31894			crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0			
Conquest Sword	swor	swo1	7bs	bsd	7bs	100		4	1		0	xxx			37	53									100		284	224	32		78	0	174	19044	25448			bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd	invbsd	invbsd	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Cryptic Sword	swor	swo1	7ls	lsd	7ls	100		4	1		0	xxx			5	77							1	-10	100		198	218	44		82	0	183	14306	20276			lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Mythical Sword	swor	swo1	7wd	flc	7wd	100		4	1		0	xxx			40	50							1		100		294	248	44		85	0	198	20187	29348			wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Legend Sword	swor	swo2	72h	clm	72h	100		4	1		0	xxx			22	56	1	1	50	94			2	-15	100		350	200	44		59	0	132	23789	23925			2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Highland Blade	swor	swo2	7cm	clm	7cm	100		4	1		0	xxx			22	62	1	1	67	96			2	-5	100		342	208	50		66	0	147	14391	16421			clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm	invclm	invclm	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Balrog Blade	swor	swo2	7gs	gsd	7gs	100		4	1		0	xxx			15	75	1	1	55	118			2		100		370	174	50		71	0	159	16331	19958			gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Champion Sword	swor	swo2	7b7	clm	7b7	100		4	1		0	xxx			24	54	1	1	71	83			2	-10	100		326	206	40		77	0	171	19939	26271			bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Colossal Sword	swor	swo2	7fb	clm	7fb	100		4	1		0	xxx			26	70	1	1	61	121			2	10	100		364	190	50		80	0	180	24800	33775			flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb	invflb	invflb	1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Colossus Blade	swor	swo2	7gd	gsd	7gd	100		4	1		0	xxx			25	65	1	1	58	115			2	5	100		378	220	50		85	0	189	22259	32283			gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Bone Knife	knif		7dg	dgr	7dg	100		2	1		0	xxx			23	49								-20	75	75	76	150	26		58	0	129	12429	12539			dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Mithral Point	knif		7di	dir	7di	100		2	1		0	xxx			37	53									75	75	110	196	55		70	0	156	17988	21611			dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Fanged Knife	knif		7kr	dir	7kr	100		2	1		0	xxx			15	57								-20	75	75	84	172	36		83	0	186	13729	19725			kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Legend Spike	knif		7bl	dgr	7bl	100		3	1		0	xxx			31	47								-10	75	75	130	134	47		85	0	198	16076	23524			bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Flying Knife	tkni		7tk	dgr	7tk	100		2	1		0	xxx			23	54					23	54			75	75	96	282	6		64	0	144	215	8044			tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	60	500	120	flptkn	invtkn	invtkn	invtkn	1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Flying Axe	taxe		7ta	hax	7ta	100		2	1		0	xxx			17	65					15	66		10	75	75	176	216	15		56	0	126	230	7230			tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	24	500	48	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0			
Winged Knife	tkni		7bk	dgr	7bk	100		2	1		0	xxx			27	35					23	39		-20	75	75	90	284	20		77	0	171	248	10016			bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	45	500	90	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Winged Axe	taxe		7b8	hax	7b8	100		2	1		0	xxx			11	56					7	60		-10	75	75	192	244	16		80	0	180	251	10430			bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	24	500	36	flpbal	invbal			1	6	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Hyperion Javelin	jave		7ja	jav	7ja	100		4	1		0	xxx			21	57					28	55	2	-10	75	75	196	246	10		54	0	120	211	6816			jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	45	500	90	flpjav	invjav	invjav	invjav	1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Stygian Pilum	jave		7pi	pil	7pi	100		4	1		0	xxx			14	64					21	75	2		75	75	236	224	12		62	0	138	220	7857			pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	40	500	75	flppil	invpil	invpil	invpil	1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Balrog Spear	jave		7s7	jav	7s7	100		4	1		0	xxx			33	63					40	62	2	10	75	75	254	190	14		71	0	159	232	9079			ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	30	500	60	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ghost Glaive	jave		7gl	glv	7gl	100		4	1		0	xxx			19	60					30	85	2	20	75	75	178	274	16		79	0	177	241	10173			glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	12	500	30	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Winged Harpoon	jave		7ts	pil	7ts	100		4	1		0	xxx			27	35					11	77	2	-10	75	75	152	290	18		85	0	195	199	10319			tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	48	500	120	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0			
Hyperion Spear	spea		7sr	spr	7sr	100		4	1		0	xxx						1	35	119			3	-10	100		310	240	100		58	0	129	15900	15895			spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	3	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Stygian Pike	spea		7tr	tri	7tr	100		4	1		0	xxx						1	29	144			3		100		336	194	100		66	0	147	17347	19673			tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Mancatcher	spea		7br	brn	7br	100		4	1		0	xxx						1	42	92			4	-20	100		264	268	100		74	0	165	14658	18736			brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	5	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ghost Spear	spea		7st	tri	7st	100		4	1		0	xxx						1	18	155			4		100		244	326	100		83	0	186	17248	24593			spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt	invspt	invspt	1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
War Pike	spea		7p7	pik	7p7	100		4	1		0	xxx						1	33	178			4	20	100		330	212	100		85	0	198	16070	23515			pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0			
Ogre Axe	pole		7o7	hal	7o7	100		4	1		0	xxx						1	28	145			2		100		390	150	100		60	0	135	9871	10412			bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	3	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Colossus Voulge	pole		7vo	hal	7vo	100		4	1		0	xxx						1	17	165			2	10	100		420	110	100		64	0	144	12822	14251			vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	4	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
Thresher	pole		7s8	scy	7s8	100		4	1		0	xxx						1	12	141			1	-10	100		304	236	100		71	0	159	11086	13751			scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	5	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0			
