name	version	compactsave	rarity	spawnable	DropConditionCalc	minac	maxac	speed	reqstr	reqdex	block	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	stackable	minstack	maxstack	spawnstack	Transmogrify	TMogType	TMogMin	TMogMax	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	UICatOverride	diablocloneweight
Scutum	0	0	4			53	61	5	142	0	14	62	0	42	0	75	19537	24727	648	xrg		648	lrg	lrg	xrg	urg	7	2	3	1	4	2	flplrg	invlrg	invxrgu	invxrgu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	11	15	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0	Null	
Barbed Shield	0	0	3			58	78	0	130	0	17	55	0	42	0	75	23155	28721	649	xpk		649	spk	spk	xpk	upk	7	2	3	1	4	2	flpspk	invspk	invxpku	invxpku							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	18	35	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Heavy Bracers	0	0	2			37	44	0	116	0	0	16	0	43	0	75	14111	19135	654	xmg		654	mgl	mgl	xmg	umg	16	2	2	1	4	0	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Mesh Boots	0	0	2			37	44	0	130	0	0	16	0	43	0	75	14103	19124	655	xmb		655	mbt	mbt	xmb	umb	16	2	2	1	4	2	flpmbt	invmbt									0					0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0			0	6	0	23	52	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	1	Null	
Mesh Belt	0	0	2			35	40	0	116	0	0	16	0	43	0	75	13143	18044	656	zmb		656	mbl	mbl	zmb	umc	16	2	1	1	4	1	flpmbl	invmbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Tigulated Mail	0	0	4			176	190	10	172	0	0	36	0	43	0	75	64242	78866	660	xcl		660	scl	scl	xcl	ucl	1	2	3	1	4	1	flpscl	invscl			1	1	1	1	1	1	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Basinet	0	0	4			75	84	0	164	0	0	30	0	45	0	75	29083	38985	664	xhl		664	fhl	fhl	xhl	uhl	0	2	2	1	4	1	flpfhl	invfhl	invfhlu	invfhlu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Mesh Armor	0	0	4			198	213	5	184	0	0	45	0	45	0	75	75440	95683	665	xhn		665	chn	chn	xhn	uhn	1	2	3	1	4	1	flpchn	invchn			1	1	1	1	2	2	0					0	xxx			tors		item_chainarmor	12	item_chainarmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Dragon Shield	0	0	4			59	67	0	182	0	18	76	0	45	0	75	23094	31658	666	xit		666	kit	kit	xit	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	15	24	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0	Null	
Death Mask	0	0	4			54	86	0	110	0	0	20	0	48	0	75	27190	40198	679	xsk		679	msk	msk	xsk	usk	0	2	2	1	4	1	flpmsk	invmsk									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null	
Grim Helm	0	0	2			60	125	0	116	0	0	40	0	50	0	75	37683	58158	680	xh9		680	bhm	bhm	xh9	uh9	0	2	2	1	4	1	flpbhm	invbhm	invbhmu	invbhmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0	Null	
Cuirass	0	0	4			188	202	0	130	0	0	50	0	47	0	75	74719	10224	681	xrs		681	brs	brs	xrs	urs	1	2	3	1	4	1	flpbrs	invbrs		invxrss	0	0	2	0	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Grim Shield	0	0	2			50	150	0	116	0	20	70	0	48	0	75	39143	56254	682	xsh		682	bsh	bsh	xsh	ush	7	2	3	1	4	2	flpbsh	invbsh	invxshu	invxshu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	14	20	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Russet Armor	0	0	4			225	243	5	194	0	0	30	0	49	0	75	93404	13137	688	xpl		688	spl	spl	xpl	upl	1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Battle Gauntlets	0	0	3			39	47	0	176	0	0	18	0	49	0	75	16913	26838	689	xtg		689	mgl	tgl	xtg	utg	16	2	2	1	4	0	flptgl	invtgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Battle Boots	0	0	3			39	47	0	190	0	0	18	0	49	0	75	16905	26825	690	xtb		690	mbt	tbt	xtb	utb	16	2	2	1	4	2	flptbt	invtbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	37	64	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	1	Null	
Battle Belt	0	0	2			37	42	0	176	0	0	18	0	49	0	75	15713	25198	691	ztb		691	mbl	tbl	ztb	utc	16	2	1	1	4	1	flptbl	invtbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Winged Helm	0	0	4			85	98	0	230	0	0	40	0	51	0	75	37846	59317	699	xhm		699	ghm	ghm	xhm	uhm	0	2	2	1	4	1	flpghm	invghm									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0	Null	
Pavise	0	0	4			68	78	10	266	0	24	72	0	50	0	75	29550	46417	700	xow		700	tow	tow	xow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	10	17	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0	Null	
Templar Coat	0	0	4			252	274	10	236	0	0	60	0	52	0	75	11139	16965	708	xlt		708	plt	plt	xlt	ult	1	2	3	1	4	1	flpplt	invplt			2	2	2	2	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
War Gauntlets	0	0	4			43	53	0	220	0	0	24	0	54	0	75	20900	37291	711	xhg		711	hgl	hgl	xhg	uhg	16	2	2	1	4	0	flphgl	invhgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
War Boots	0	0	4			43	53	0	250	0	0	24	0	54	0	75	20885	37263	712	xhb		712	hbt	hbt	xhb	uhb	16	2	2	1	4	2	flphbt	invhbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	39	80	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	1	Null	
War Belt	0	0	3			41	52	0	220	0	0	24	0	54	0	75	20350	36419	713	zhb		713	hbl	hbl	zhb	uhc	16	2	1	1	4	1	flphbl	invhbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Sharktooth Armor	0	0	4			242	258	5	206	0	0	48	0	55	0	75	11167	18386	717	xld		717	fld	fld	xld	uld	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Grand Crown	0	0	4			78	113	0	206	0	0	50	0	55	0	75	42458	74803	719	xrn		719	crn	crn	xrn	urn	0	2	2	1	4	1	flpcrn	invcrn	invxrnu	invxrnu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Ancient Shield	0	0	4			80	93	5	220	0	16	80	0	56	0	75	39220	70390	720	xts		720	kit	gts	xts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invgtsu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	12	16	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0	Null	
Embossed Plate	0	0	4			282	303	5	250	0	0	55	0	58	0	75	13781	24291	721	xth		721	gth	gth	xth	uth	1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Mage Plate	0	0	4			225	261	0	110	0	0	60	0	60	0	75	11840	22125	722	xtp		722	ltp	ltp	xtp	utp	1	2	3	1	4	1	flpltp	invltp			2	0	1	1	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0	Null	
Vampirefang Belt	100	0	1			56	63	0	100	0	0	14	0	68	0	153	32656	50147	723	uvc		723	vbl	vbl	zvb	uvc	16	2	1	1	4	1	flpvbl	invvbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Chaos Armor	0	0	4			315	342	10	280	0	0	70	0	61	0	75	16267	31473	724	xul		724	ful	ful	xul	uul	1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Ornate Armor	0	0	4			417	450	5	340	0	0	60	0	64	0	75	22512	44941	725	xar		725	aar	aar	xar	uar	1	2	3	1	4	1	flpaar	invaar	invxaru	invxaru	1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Luna	100	0	3			108	123	0	200	0	20	84	0	61	0	135	57189	72757	729	uml		729	buc	sml	xml	uml	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0					0	xxx			shie		item_woodshield	12	item_woodshield	0	0	5	0	0	0			0	1	0	17	29	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	5	0	xxx	xxx	1	0	Null	
Destroyer Helm	100	0	2			111	156	0	302	0	0	45	0	73	0	162	78881	68987	732	bad		732	ba3	ba3	ba8	bad	0	2	2	1	4	1	flpba3	invba3									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	Null	
Armet	100	0	4			105	149	0	218	0	0	24	0	68	0	153	69940	11195	734	ulm		734	hlm	hlm	xlm	ulm	0	2	2	1	4	1	flphlm	invhlm	invhlmu	invhlmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Blood Spirit	100	0	1			101	145	0	172	0	0	20	0	62	0	138	61755	68986	737	drb		737	dr1	dr1	dr6	drb	0	2	2	1	4	1	flpdr1	invdr1									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Mithril Coil	100	0	2			58	65	0	212	0	0	16	0	75	0	168	37134	57500	738	umc		738	mbl	mbl	zmb	umc	16	2	1	1	4	1	flpmbl	invmbl									0					0	xxx			belt		item_belt	12	item_belt	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Scarabshell Boots	100	0	1			56	65	0	182	0	0	14	0	66	0	147	32271	50937	742	uvb		742	vbt	vbt	xvb	uvb	16	2	2	1	4	2	flpvbt	invvbt									0					0	xxx			boot		item_boots	12	item_boots	0	0	5	0	0	0			0	6	0	60	110	120		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Kraken Shell	100	0	4			417	523	5	348	0	0	48	0	81	0	183	30801	56866	746	uld		746	fld	fld	xld	uld	1	2	3	1	4	1	flpfld	invfld			1	1	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Bone Visage	100	0	2			100	157	0	212	0	0	40	0	84	0	189	87274	99694	748	uh9		748	bhm	bhm	xh9	uh9	0	2	2	1	4	1	flpbhm	invbhm	invbhmu	invbhmu							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0	Null	
Shadow Plate	100	0	4			446	557	10	460	0	0	70	0	83	0	192	33664	71249	751	uul		751	ful	ful	xul	uul	1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Boneweave Boots	100	0	2			59	67	0	236	0	0	16	0	72	0	162	36456	58669	752	umb		752	mbt	mbt	xmb	umb	16	2	2	1	4	2	flpmbt	invmbt									0					0	xxx			boot		item_bootschain	12	item_bootschain	0	0	5	0	0	0			0	6	0	69	118	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Ward	100	0	4			153	170	5	370	0	24	100	0	84	0	189	10963	14276	760	uts		760	kit	gts	xts	uts	7	2	4	1	4	2	flpgts	invgts	invgtsu	invutss							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	11	35	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0	Null	
Blade Barrier	100	0	3			147	163	0	236	0	20	83	0	68	0	153	85443	68986	770	upk		770	spk	spk	xpk	upk	7	2	3	1	4	2	flpspk	invspk	invspku	invspku							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	26	40	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Ogre Gauntlets	100	0	4			62	71	0	370	0	0	24	0	85	0	192	45481	83032	772	uhg		772	hgl	hgl	xhg	uhg	16	2	2	1	4	0	flphgl	invhgl									0					0	xxx			glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Myrmidon Greaves	100	0	4			62	71	0	416	0	0	24	0	85	0	195	45459	82977	774	uhb		774	hbt	hbt	xhb	uhb	16	2	2	1	4	2	flphbt	invhbt									0					0	xxx			boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0			0	6	0	83	149	120		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Spired Helm	100	0	4			114	159	0	384	0	0	40	0	79	0	177	87168	15348	780	uhm		780	ghm	ghm	xhm	uhm	0	2	2	1	4	1	flpghm	invghm		invuhms							0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	7	8	0	xxx	xxx	1	0	Null	
Monarch	100	0	4			133	148	0	312	0	22	86	0	72	0	162	81896	96026	781	uit		781	kit	kit	xit	uit	7	2	3	1	4	2	flpkit	invkit	invkitu	invkitu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	12	34	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0	Null	
Vambraces	100	0	2			59	67	0	212	0	0	16	0	69	0	153	34964	58692	782	umg		782	mgl	mgl	xmg	umg	16	2	2	1	4	0	flpmgl	invmgl									0					0	xxx			glov		item_gloveschain	12	item_gloveschain	0	0	5	0	0	0			0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Sacred Armor	100	0	4			487	600	5	464	0	0	60	0	85	0	198	37355	81203	784	uar		784	aar	aar	xar	uar	1	2	3	1	4	1	flpaar	invaar	invaaru	invaaru	1	2	2	2	2	0	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Dusk Shroud	100	0	1			361	467	0	154	0	0	20	0	65	0	147	21835	28085	788	uui		788	qlt	qui	xui	uui	1	2	3	1	4	1	flpqlt	invqlt			0	0	0	0	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Troll Nest	100	0	2			158	173	0	212	0	20	74	0	76	0	171	10184	97764	789	ush		789	bsh	bsh	xsh	ush	7	2	3	1	4	2	flpbsh	invbsh	invbshu	invbshu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	24	38	100		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
Aegis	100	0	4			145	161	10	438	0	24	92	0	79	0	177	97701	11559	791	uow		791	tow	tow	xow	uow	7	2	3	1	4	2	flptow	invtow	invtowu	invtowu							0					0	xxx			shie		item_metalshield	12	item_metalshield	0	0	5	0	0	0			0	1	0	18	28	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	2	0	xxx	xxx	1	0	Null	
Vampirebone Gloves	100	0	1			56	65	0	100	0	0	14	0	63	0	141	30862	51017	792	uvg		792	vgl	vgl	xvg	uvg	16	2	2	1	4	0	flpvgl	invvgl									0					0	xxx			glov		item_gloves	12	item_gloves	0	0	5	0	0	0			0	5	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Tiara	100	0	1			40	50	0	0	0	0	25	0	70	0	156	35000	11666	794	ci2	13	794	lit	ci1	ci2	ci3	0	2	2	1	4	1	flpci1	invci2									0					0	xxx			circ		item_helm	12	item_helm	0	0	5	0	2	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0	Null	
Fury Visor	100	0	2			105	150	0	258	0	0	35	0	66	0	147	68211	68987	797	bac		797	ba1	ba2	ba7	bac	0	2	2	1	4	1	flpba1	invba2									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	Null	
Zakarum Shield	100	0	2			169	193	0	284	0	22	65	0	82	0	183	12004	13678	798	pae		798	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	46	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx	1	0	Null	
Spiderweb Sash	100	0	1			55	62	0	100	0	0	12	0	61	0	138	28842	45078	799	ulc		799	lbl	lbl	zlb	ulc	16	2	1	1	4	1	flplbl	invlbl									0					0	xxx			belt		item_lightarmor	12	item_lightarmor	0	0	5	0	0	6			0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	8	0	xxx	xxx	1	0	Null	
Corona	100	0	4			111	165	0	348	0	0	50	0	85	0	198	94770	17369	800	urn		800	crn	crn	xrn	urn	0	2	2	1	4	1	flpcrn	invcrn									0					0	xxx			helm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Wire Fleece	100	0	4			375	481	0	222	0	0	32	0	70	0	159	24305	34331	803	utu		803	stu	stu	xtu	utu	1	2	3	1	4	1	flpstu	invstu			1	0	0	1	1	1	0					0	xxx			tors		item_lightarmor	12	item_lightarmor	0	0	5	0	0	0			0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Balrog Skin	100	0	4			410	517	5	330	0	0	30	0	76	0	171	28535	48048	804	upl		804	spl	spl	xpl	upl	1	2	3	1	4	1	flpspl	invspl			1	1	2	1	1	1	0					0	xxx			tors		item_platearmor	12	item_platearmor	0	0	5	0	0	0			0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	8	0	xxx	xxx	1	0	Null	
Slayer Guard	100	0	2			93	120	0	236	0	0	55	0	54	0	120	46633	13678	819	baa		819	ba5	ba5	baa	baf	0	2	2	1	4	1	flpba5	invba5									0					0	xxx			phlm		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	0	0	xxx	xxx	1	0	Null	
Heirophant Trophy	100	0	1			58	70	0	116	0	12	20	0	54	0	120	27993	13679	820	nea		820	ne2	ne5	nea	nef	10	2	2	1	4	2	flpne2	invne5									0					0	xxx			head		item_head	12	item_head	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	0	0	xxx	xxx	1	0	Null	
Aerin Shield	100	0	2			26	36	0	100	0	22	50	0	20	0	45	5158	7260	825	pa4		825	pa3	pa4	pa9	pae	7	2	4	1	4	2	flppa3	invpa4									0					0	xxx			ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0			0	1	0	4	10	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	0	0	0	xxx	xxx	1	0	Null	
Dream Spirit	100	0	1			109	159	0	236	0	0	20	0	85	0	198	92143	68987	827	drf		827	dr1	dr5	dra	drf	0	2	2	1	4	1	flpdr1	invdr5									0					0	xxx			pelt		item_helm	12	item_helm	0	0	5	0	0	0			0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	8	8	0	xxx	xxx	1	0	Null	
