index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Halaberd's Reign	357	100		1					1		255	231	bae	conqueror crown		3	5000								ac%		140	170	skilltab	13	1	1	bar		2	2	balance2		20	20	regen		15	23	skill	Battle Orders	1	2	skill	Battle Command	1	2																	ilvlx		8	8		0
Shadowkiller	358	100		1					1		255	234	7cs	battle cestus		5	5000				invaxfu				dmg%		170	220	reduce-ac		25	25	freeze		2	2	mana-kill		10	15	hit-skill	Frost Nova	33	8	ethereal		1	1	indestruct		1	1																	ilvlx		8	8		0
Schaefer's Hammer	359	100		1					1		255	237	7wh	Legendary Mallet		5	5000	lblu	lblu						hit-skill	42	20	10	hp		50	50	att/lvl	16			res-ltng		75	75	swing2		20	20	dmg/lvl	16			indestruct		1	1	dmg%		100	130	light		1	1	dmg-ltng		50	200					ilvlx		20	20		0
Boneshade	360	100		1					1		252	237	7bw	lich wand		3	5000	dgry	dgry		invbwnu				nec		2	2	cast2		25	25	skill	Teeth	4	5	skill	Bone Armor	4	5	skill	Bone Spear	2	3	skill	Bone Spirit	1	2	skill	Bone Wall	2	3																	ilvlx		8	8		0
Wolfhowl	361	100		1					1		255	237	bac	fury visor		3	5000	cred	cred						ac%		120	150	skilltab	14	2	3	str		8	15	dex		8	15	vit		8	15	oskill	Wearwolf	3	6	charged	Summon Fenris	18	15	oskill	Shape Shifting	3	6	oskill	Feral Rage	3	6									ilvlx		8	8		0
Dragonscale	362	100			1				1		252	240	pae	zakarum shield		3	5000	dgrn	dgrn						ac%		170	200	abs-fire%		10	20	res-fire-max		5	5	str		15	25	dmg-fire		211	371	oskill	Hydra	10	10	extra-fire		15	15																	ilvlx		10	10		0
Arachnid Mesh	363	100		1					1		255	240	ulc	spiderweb sash		5	5000	blac	blac						ac%		90	120	cast2		20	20	charged	Venom	11	3	allskills		1	2	red-dmg%		1	5	mana%		5	5																					ilvlx		10	10		0
The Grandfather	364	100		1					1		255	243	7gd	Colossus Blade		5	5000	lyel	lyel		invgsdu				str		20	20	dex		20	20	vit		20	20	enr		20	20	att%		50	50	hp		80	80	dmg/lvl	20			indestruct		1	1	dmg%		150	250									ilvlx		20	20		0
Metalgrid	365	100		1					2		255	243	amu	amulet		5	5000								ac		300	350	res-all		25	35	att		400	450	charged	IronGolem	11	22	charged	Iron Maiden	20	12																														0
Arioc's Needle	366	100		1					1		255	243	7sr	hyperion spear		3	5000								dmg%		180	230	dmg-pois	250	403	403	deadly		50	50	ignore-ac		1	1	allskills		2	4	swing2		30	30																					ilvlx		20	20		0
Mang Song's Lesson	367	100		1					1		255	246	6ws	archon staff		5	5000	dgld	dgld		inv8wsu				allskills		5	5	pierce-fire		7	15	pierce-ltng		7	15	pierce-cold		7	15	regen-mana		10	10	cast2		30	30																					ilvlx		20	20		0
Crown of Ages	368	100		1					1		255	246	urn	corona		3	5000	dgld	dgld						balance2		30	30	res-all		20	30	allskills		1	1	ac		100	150	indestruct		1	1	red-dmg%		10	15	ac%		50	50	sock		1	2													ilvlx		10	10		0
Stormlash	369	100		1					1		255	246	7fl	scourge		3	5000	dgry	dgry						dmg%		240	300	swing2		30	30	hit-skill	Static Field	15	10	hit-skill	Tornado	20	18	dmg-ltng		1	473	light-thorns		30	30	crush		33	33	abs-ltng		3	9													ilvlx		10	10		0
Andariel's Visage	370	100		1					1		255	249	usk	demonhead		3	5000	dred	dred						ac%		100	150	res-pois		70	70	allskills		2	2	res-pois-max		10	10	swing2		20	20	str		25	30	gethit-skill	92	15	15	charged	278	20	3	lifesteal		8	10	res-fire		-30	-30					ilvlx		10	10		0
Tomb Reaver	371	100		1					1		255	252	7pa	cryptic axe		5	5000	lyel	lyel						swing2		60	60	light		4	4	dmg%		200	280	dmg-undead		150	230	mag%		50	80	res-all		30	50	att-undead		250	350	reanimate	1	10	10	heal-kill		10	14	sock		1	3					ilvlx		10	10		0
Tyrael's Might	372	100			1				1		255	252	uar	sacred armor		5	5000	dblu	dblu		invaaru				ease		-100	-100	indestruct		1	1	ac%		120	150	rip		1	1	dmg-demon		50	100	nofreeze		1	1	move2		20	20	res-all		20	30	str		20	30	allskills		1	3	sock		1	4	ilvlx		10	10		0
The Gladiator's Bane	373	100		1					1		255	255	utu	Wire Fleece		3	5000	lgry	lgry						ac%		150	200	red-mag		15	20	red-dmg		15	20	thorns		20	20	res-pois-len		50	50	dur		103	103	balance2		30	30	ac		50	50	nofreeze		1	1									ilvlx		10	10		0
Arkaine's Valor	374	100		1					1		255	255	upl	Balrog Skin		3	5000	lred	lred						ac%		150	180	balance2		30	30	allskills		1	2	red-dmg		10	15	vit/lvl	4																											ilvlx		10	10		0
Azurewrath	375	0		0	1				1		18	13	crs	Crystal Sword		5	5000	lgry			invcrsu				deadly		50	50	mag%		10	10	dmg-cold	100	3	6	dmg%		100	100	dur		25	25	dmg-mag		5	10																										0
Azurewrath	376	100		1					1		255	255	7cr	phase blade		5	5000	lgry			invcrs				dmg-mag		250	500	dmg%		230	270	aura	Sanctuary	10	13	dmg-cold	250	250	500	swing2		30	30	all-stats		5	10	light		3	3	allskills		1	1													ilvlx		10	10		0
The Cranium Basher	377	100		1					1		255	261	7gm	Thunder Maul		5	5000	blac	blac						swing2		20	20	indestruct		1	1	str		25	25	res-all		25	25	crush		75	75	dmg-norm		20	20	dmg%		200	240	hit-skill	66	4	1													ilvlx		10	10		0
Constricting Ring	378	100		1					1		255	285	rin	Ring		5	5000	cblu	cblu						res-all		100	100	regen		-30	-30	mag%		100	100	res-all-max		15	15										0																								0
Armor																																																																										0
Elite Uniques																																																																										0
Rings																																																																										0
Class Specific																																																																										0
Gore Ripper	379	100		0	1				1							5	5000	dred	dred																																																							0
Zakarum's Salvation	380	100		0	1				1							5	5000																																																									0
Odium	381	100		0	1				1							5	5000	blac																																																								0
Larzuk's Champion	382	100		0	1				1							5	5000	lgry		flphmr	invhfh																																																					0
Giantmaimer	383	100		0	1				1							5	5000	cred	cred																																																							0
Darkfear	384	100		0	1				1				ulm	armet		5	5000	blac			invhlmu																																																					0
Nethercrow	385	100		0	1				1							3	5000	cblu	cblu																																																							0
Warriv's Warder	386	100		0	1				1							3	5000																																																									0
Merman's Speed	387	100		0	1																																																																					0
Sigurd's Staunch	388	100		0	1				1							5	5000																																																									0
Rainbow Facet	389	100		1					1	1	255	147	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	death-skill	Chain Lightning	100	47																																		0
Rainbow Facet	390	100		1					1	1	255	147	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	death-skill	Blizzard	100	37																																		0
Rainbow Facet	391	100		1					1	1	255	147	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	death-skill	Meteor	100	31																																		0
Rainbow Facet	392	100		1					1	1	255	147	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	death-skill	Poison Nova	100	51																																		0
Rainbow Facet	393	100		1					1	1	255	147	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	levelup-skill	Nova	100	41																																		0
Rainbow Facet	394	100		1					1	1	255	147	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	levelup-skill	Frost Nova	100	43																																		0
Rainbow Facet	395	100		1					1	1	255	147	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	levelup-skill	Blaze	100	29																																		0
Rainbow Facet	396	100		1					1	1	255	147	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	levelup-skill	Venom	100	23																																		0
Hellfire Torch	397	100		1					1		330	225	cm2	charm	1003	3	5000			flptrch	invtrch	item_gem	12	item_gem	randclassskill		0	7	all-stats		10	20	res-all		10	20	light		8	8	charged	Hydra	10	30																														0
sonheungmin	398	100		1					1		255	180	tt7	Tottenham Armor		3	5000		bwht		sonheungmin				ac%		100	150	balance2		30	50	allskills		2	2	red-dmg%		15	20	cast2		10	20	move2		20	50	sock		1	3	state	songeneric	1	1													ilvlx		20	20		0
goldboots	399	100		1					1		255	180	xhb	War Boots		5	5000	lgld	lgld		goldboots				aura	Vigor	10	10	deadly		10	20	move2		25	30	crush		15	15	gethit-skill	Quickness	20	12	ac%		160	200	stam		1000	1000	sock		1	3													ilvlx		20	20		0
pokemondex	400	100		1					1	1	1	1	pkd	pokedex	1005	5	5000	lgld	lgld						ilvlx		20	20																																														0
dollbox	401	100		1					1	1	1	1	dol	doll bag	1006	5	5000	lgld	lgld						splash	proc_SplashDamage	100	1																																														0
The Grandfather old	402	100		1					1		250	243	7gd	Colossus Blade		5	5000	bwht	bwht		invgsdu				str		20	20	dex		20	20	hp%		25	25	mana%		25	25	att%		150	150	hp		175	175	dmg/lvl	20			indestruct		1	1	dmg%		150	150									ilvlx		20	20		0
Windforce old	403	100		1					1		250	219	6lw	Hydra Bow		5	5000	bwht	bwht						dex		35	35	dmg/lvl	25			regen-stam		30	30	manasteal		6	8	knock		1	1	dmg%		250	250	swing2		20	20																	ilvlx		20	20		0
Doombringer old	404	100		1					1		250	207	7b7	Champion Sword		5	5000	bwht	bwht		invbswu				hp%		25	25	dmg%		200	200	att%		40	40	indestruct		1	1	dmg-norm		30	100	hit-skill	72	8	3																					ilvlx		20	20		0
Valkiry Wing old	405	100		1					1		250	132	xhm	Winged Helm		3	5000	bwht	bwht						ac		35	35	move2		30	30	balance2		30	30	cast2		30	30	swing2		30	30																									ilvlx		20	20		0
Vampiregaze old	406	100		1					1		250	83	xh9	Grim Helm		3	5000	bwht	bwht		invbhmu				manasteal		6	8	lifesteal		6	8	stamdrain		15	15	red-dmg%		20	25	red-mag		10	15	ac%		100	100																					ilvlx		20	20		0
Stormshield old	407	100		1					1		250	219	uow	Aegis		3	5000	bwht	bwht		invkitu				ac/lvl	30			red-dmg%		35	35	str		30	30	indestruct		1	1	block2		35	35	res-ltng		25	25	block		25	25	res-cold		60	60													ilvlx		20	20		0
Arreat's Face old	408	100		1					1		250	126	baa	Slayer Guard		5	5000	bwht	bwht						bar		2	2	skilltab	12	1	1	ac%		25	25	hp		30	30	reduce-ac		15	15	dmg/lvl	10																							ilvlx		20	20		0
Harlequin Crest old	409	100		1					1		250	194	uap	Shako		3	5000	bwht	bwht						allskills		2	2	ac%		100	100	hp%		40	40	mag%		50	50	indestruct		1	1																									ilvlx		20	20		0
Arkaine's Valor old	410	100		1					1		250	255	upl	Balrog Skin		3	5000	bwht	bwht						ac%		150	200	balance2		30	30	allskills		1	2	vit/lvl	20			res-fire		50	50	hp/lvl	16			indestruct		1	1																	ilvlx		20	20		0
Wartraveler old	411	100		1					1		250	126	xtb	Battle Boots		5	5000	bwht	bwht						ac%		150	190	gold%		100	100	mag%		30	50	dur%		100	100	move2		20	20	dex		10	10																					ilvlx		20	20		0
Hellmouth old	412	100		1					1		250	147	xhg	War Gauntlets		5	5000	bwht	bwht						dmg-fire		15	40	nofreeze		1	1	ac%		150	200	dur		15	15	hit-skill	56	5	1	thorns		10	10	res-fire		20	20																	ilvlx		20	20		0
chaosbaalheart	413	100		1					1		315	255	cm1	charm	1007	3	5000			flphrt	baalheart	item_monsterguts	12	item_monsterguts	state	monstersetbaal	0	1	move2		30	30	levelreq		25	25																																						0
nickname 1	414	100		1					1	1	1	1	cm6	charm	1008	3	5000			flpgsw	invcount	item_gem	12	item_gem	kill-skill-new	444	100	1	death-skill-new	445	100	1	count_kill		1	1	count_death		1	1																																		0
nickname 2	415	100			1				1	1	120	1	cm7	charm	1009	3	5000			flpgsy	invcm7	item_gem	12	item_gem	state	name_2	1	1	oskill	Telekinesis	0	1	ilvlx		22	22																																						0
nickname 3	416	100			1				1	1	225	1	cm8	charm	1010	3	5000			flpgsg	invcm8	item_gem	12	item_gem	state	name_3	1	1	oskill	Find Item	0	1	ilvlx		22	22																																						0
nickname 4	417	100			1				1	1	255	1	cm9	charm	1011	3	5000			flpgsr	invcm9	item_gem	12	item_gem	state	name_4	1	1	oskill	Holy Shield	0	1	ilvlx		22	22																																						0
nickname 6	418	100							1	1	1	1	c1m	charm	1012	3	5000			flpgsr	invc1m	item_gem	12	item_gem	state	Legend_kill	1	1	allskills		20	20	oskill	Lightning Mastery	1	1	oskill	Cold Mastery	1	1	oskill	Fire Mastery	1	1	oskill	Poison Mastery	1	1	oskill	Magic Mastery	1	1	oskill	Physics Mastery	1	1																		0
nickname 7	419	100							1	1	1	1	c2m	charm	1013	3	5000			flpgsr	invc2m	item_gem	12	item_gem	state	Death_dead	1	1	allskills		20	20	pierce-immunity-all		200	200																																						0
nickname Yupgoolg	420	100	1						1		330	1	cm4	charm	1014	3	5000			flpgsw	invcount	item_gem	12	item_gem	state	name_1	1	1																																														0
Cold Rupture	421	100		1		"cond('MonsterTestElite', herald)"			2	1	201	225	cm3	charm	1015	3	5000	lblu	lblu						pierce-immunity-cold		15	30	res-cold		-500	-1000	extra-cold		-50	-10																																						0
Flame Rift	422	100		1		"cond('MonsterTestElite', herald)"			2	1	201	225	cm3	charm	1016	3	5000	lred	lred						pierce-immunity-fire		15	30	res-fire		-500	-1000	extra-fire		-50	-10																																						0
Crack of the Heavens	423	100		1		"cond('MonsterTestElite', herald)"			2	1	201	225	cm3	charm	1017	3	5000	lyel	lyel						pierce-immunity-light		15	30	res-ltng		-500	-1000	extra-ltng		-50	-10																																						0
Rotting Fissure	424	100		1		"cond('MonsterTestElite', herald)"			2	1	201	225	cm3	charm	1018	3	5000	lgrn	lgrn						pierce-immunity-poison		15	30	res-pois		-500	-1000	extra-pois		-50	-10																																						0
Bone Break	425	100		1		"cond('MonsterTestElite', herald)"			2	1	201	225	cm3	charm	1019	3	5000	whit	whit						pierce-immunity-damage		15	30	red-dmg%		-100	-200	dmg%		-1000	-500																																						0
Black Cleft	426	100		1		"cond('MonsterTestElite', herald)"			2	1	201	225	cm3	charm	1020	3	5000	lgry	lgry						pierce-immunity-magic		15	30	res-mag		-500	-1000	extra-mag		-50	-10																																						0
Skill Facet	427	100		1					1	1	255	250	cmz	charm	1021	3	5000			flpmss	item_ultr				amazu		1	10	pierce-dmg		50	100	splashradius		1	5	amazu2		1	5	amauc		1	6																									ilvlx		22	22		0
Skill Facet N	428	100		1					1	1	255	250	cmn	charm	1022	3	5000			flpmss	item_ultr				pierce-dmg		50	100	splashradius		1	5	necu		0	1	necu1		1	10	necu2		1	10																									ilvlx		22	22		0
Skill Facet P	429	100		1					1	1	255	250	cmp	charm	1023	3	5000			flpmss	item_ultr				palau		1	3	splashradius		1	5	pierce-dmg		50	100	palah		1	100																													ilvlx		22	22		0
Skill Facet S	430	100		1					1	1	255	250	cms	charm	1024	3	5000			flpmss	item_ultr				palau		1	10	sosuu		1	5	splashradius		1	5	sosul		1	10																													ilvlx		22	22		0
Skill Facet B	431	100		1					1	1	255	250	cmb	charm	1025	3	5000			flpmss	item_ultr				morphrange		1	10	splashradius		1	5	pierce-dmg		50	100	barzu		1	5	cooldownskill		50	100																									ilvlx		22	22		0
Skill Facet A	432	100		1					1	1	255	250	cma	charm	1026	3	5000			flpmss	item_ultr				assau		1	5	oskill	Cold Orb	0	1	splashradius		1	5	pierce-dmg		50	100	charge_consumlen		1	30																									ilvlx		22	22		0
Skill Facet D	433	100		1					1	1	255	250	cmd	charm	1027	3	5000			flpmss	item_ultr				grootval		1	5	splashradius		1	5	pierce-dmg		50	100	charge-noconsume		1	100	charge_consumlen		1	30	druu1		1	100																					ilvlx		22	22		0
Annihilus F	434	100							1		1	150	cm1	charm	1028	3	5000			flpmss	anni_fire	item_gem	12	item_gem	all-stats		10	20	res-all		10	20																																										0
Annihilus C	435	100							1		1	150	cm1	charm	1029	3	5000			flpmss	anni_cold	item_gem	12	item_gem	all-stats		10	20	res-all		10	20																																										0
Annihilus L	436	100							1		1	150	cm1	charm	1030	3	5000			flpmss	anni_light	item_gem	12	item_gem	all-stats		10	20	res-all		10	20																																										0
Annihilus P	437	100							1		1	150	cm1	charm	1031	3	5000			flpmss	anni_posion	item_gem	12	item_gem	all-stats		10	20	res-all		10	20																																										0
Annihilus M	438	100							1		1	150	cm1	charm	1032	3	5000			flpmss	anni_magic	item_gem	12	item_gem	all-stats		10	20	res-all		10	20																																										0
Annihilus Y	439	100							1		1	150	cm1	charm	1033	3	5000			flpmss	anni_psy	item_gem	12	item_gem	all-stats		10	20	res-all		10	20																																										0
Rainbow Facet	440	100		1					1	1	320	147	jew	jewel		3	5000								pierce-dmg		3	5	dmg		5	10																																										0
Rainbow Amulet	441	100		1					1		320	250	amu	Amulet		3	5000								randclassskill		0	7	pierce-ltng		10	20	extra-ltng		20	40	cast2		20	20	regen		-50	-100	cheap		5	10	pierce-immunity-light		1	10																						0
Rainbow Amulet	442	100		1					1		320	250	amu	Amulet		3	5000								randclassskill		0	7	pierce-cold		10	20	extra-cold		20	40	cast2		20	20	regen		-50	-100	cheap		5	10	pierce-immunity-cold		1	10																						0
Rainbow Amulet	443	100		1					1		320	250	amu	Amulet		3	5000								randclassskill		0	7	pierce-fire		10	20	extra-fire		20	40	cast2		20	20	regen		-50	-100	cheap		5	10	pierce-immunity-fire		1	10																						0
Rainbow Amulet	444	100		1					1		320	250	amu	Amulet		3	5000								randclassskill		0	7	pierce-pois		10	20	extra-pois		20	40	cast2		20	20	regen		-50	-100	cheap		5	10	pierce-immunity-poison		1	10																						0
Rainbow Amulet	445	100		1					1		320	250	amu	Amulet		3	5000								randclassskill		0	7	pierce-dmg		10	20	dmg/lvl	2			swing2		20	20	regen		-50	-100	cheap		5	10	pierce-immunity-damage		1	10																						0
Rainbow Amulet	446	100		1					1		320	250	amu	Amulet		3	5000								randclassskill		0	7	pierce-mag		10	20	extra-mag		20	40	cast2		20	20	regen		-50	-100	cheap		5	10	pierce-immunity-magic		1	10																						0
insincere arrow	447	100		1					3		255	255	aqv	Arrows		3	5000								noconsume		1	100	rep-quant	10			dmg		50	50	swing2		20	20	allskills		0	2																														0
robin hoods bolts	448	100		1					3		255	255	cqv	Bolts		3	5000								noconsume		1	100	rep-quant	10			dmg		50	50	swing2		20	20	allskills		0	2																														0
Summon Pet 1	449	100		1	1				1		200	1	cm0	Bishibosh	1034	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Bishibosh	1	1																																														0
Summon Pet 2	450	100		1	1				1		200	1	cm0	Bonebreak	1035	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Bonebreak	1	1																																														0
Summon Pet 3	451	100		1	1				1		200	1	cm0	Coldcrow	1036	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Coldcrow	1	1																																														0
Summon Pet 4	452	100		1	1				1		200	1	cm0	Rakanishu	1037	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Rakanishu	1	1																																														0
Summon Pet 5	453	100		1	1				1		200	1	cm0	Treehead WoodFist	1038	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Treehead WoodFist	1	1																																														0
Summon Pet 6	454	100		1	1				1		200	1	cm0	Griswold	1039	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Griswold	1	1																																														0
Summon Pet 7	455	100		1	1				1		200	1	cm0	The Countess	1040	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet The Countess	1	1																																														0
Summon Pet 8	456	100		1	1				1		200	1	cm0	Pitspawn Fouldog	1041	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Pitspawn Fouldog	1	1																																														0
Summon Pet 9	457	100		1	1				1		200	1	cm0	Flamespike the Crawler	1042	3	100000		dred		invtrch	item_card1	12	item_gem	oskill	pet Flamespike the Crawler	1	1																																														0
