name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	normcode	ubercode	ultracode	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
FLskull Extractor	1	100	0	0	0			999	1		0	1	1		e34	e34	e34	e34	e34	e34	16	1	1	0	0	0	flpbps	inve34		0	xxx			0	bagx		item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	nexextra				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Cskull Extractor	1	100	0	0	0			999	1		0	1	1		e35	e35	e35	e35	e35	e35	16	1	1	0	0	0	flpbps	inve35		0	xxx			0	bagx		item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	nexextra				0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1						1	
pstone1	1	100	0	0	0			999	1		0	1	1		br1	br1	br1	br1	br1	br1	16	1	1	0	0	0	flpbps	invbr1		0	xxx			0	bsst	bps1	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	8	1	0	-1	-1											1	bossstondesc1			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone2	1	100	0	0	0			999	1		0	1	1		br2	br2	br2	br2	br2	br2	16	1	1	0	0	0	flpbps	invbr2		0	xxx			0	bsst	bps2	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	15	1	0	-1	-1											1	bossstondesc1			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone3	1	100	0	0	0			999	1		0	1	1		br3	br3	br3	br3	br3	br3	16	1	1	0	0	0	flpbps	invbr3		0	xxx			0	bsst	bps3	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	22	1	0	-1	-1											1	bossstondesc1			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone4	1	100	0	0	0			999	1		0	1	1		br4	br4	br4	br4	br4	br4	16	1	1	0	0	0	flpbps	invbr4		0	xxx			0	bsst	bps4	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	31	1	0	-1	-1											1	bossstondesc1			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone5	1	100	0	0	0			999	1		0	1	1		br5	br5	br5	br5	br5	br5	16	1	1	0	0	0	flpbps	invbr5		0	xxx			0	bsst	bps5	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	37	1	0	-1	-1											1	bossstondesc1			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone1N	1	100	0	0	0			999	1		0	1	1		bs1	bs1	bs1	bs1	bs1	bs1	16	1	1	0	0	0	flpbps	invbr1		0	xxx			0	bsst	bps1	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	8	1	0	-1	-1											1	bossstondesc2			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone2N	1	100	0	0	0			999	1		0	1	1		bs2	bs2	bs2	bs2	bs2	bs2	16	1	1	0	0	0	flpbps	invbr2		0	xxx			0	bsst	bps2	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	15	1	0	-1	-1											1	bossstondesc2			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone3N	1	100	0	0	0			999	1		0	1	1		bs3	bs3	bs3	bs3	bs3	bs3	16	1	1	0	0	0	flpbps	invbr3		0	xxx			0	bsst	bps3	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	22	1	0	-1	-1											1	bossstondesc2			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone4N	1	100	0	0	0			999	1		0	1	1		bs4	bs4	bs4	bs4	bs4	bs4	16	1	1	0	0	0	flpbps	invbr4		0	xxx			0	bsst	bps4	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	31	1	0	-1	-1											1	bossstondesc2			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone5N	1	100	0	0	0			999	1		0	1	1		bs5	bs5	bs5	bs5	bs5	bs5	16	1	1	0	0	0	flpbps	invbr5		0	xxx			0	bsst	bps5	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	37	1	0	-1	-1											1	bossstondesc2			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone1H	1	100	0	0	0			999	1		0	1	1		bt1	bt1	bt1	bt1	bt1	bt1	16	1	1	0	0	0	flpbps	invbr1		0	xxx			0	bsst	bps1	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	8	1	0	-1	-1											1	bossstondesc			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone2H	1	100	0	0	0			999	1		0	1	1		bt2	bt2	bt2	bt2	bt2	bt2	16	1	1	0	0	0	flpbps	invbr2		0	xxx			0	bsst	bps2	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	15	1	0	-1	-1											1	bossstondesc			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone3H	1	100	0	0	0			999	1		0	1	1		bt3	bt3	bt3	bt3	bt3	bt3	16	1	1	0	0	0	flpbps	invbr3		0	xxx			0	bsst	bps3	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	22	1	0	-1	-1											1	bossstondesc			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone4H	1	100	0	0	0			999	1		0	1	1		bt4	bt4	bt4	bt4	bt4	bt4	16	1	1	0	0	0	flpbps	invbr4		0	xxx			0	bsst	bps4	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	31	1	0	-1	-1											1	bossstondesc			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone5H	1	100	0	0	0			999	1		0	1	1		bt5	bt5	bt5	bt5	bt5	bt5	16	1	1	0	0	0	flpbps	invbr5		0	xxx			0	bsst	bps5	item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0	37	1	0	-1	-1											1	bossstondesc			4	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
pstone6H	1	100	0	0	0			999	1		0	1	5000000		bt6	bt6	bt6	bt6	bt6	bt6	16	1	1	0	0	0	flpbps	invbr6		0	xxx			0	bsst		item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	ohstondesc			4	0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255					255	0	0	0	xxx	xxx			1						1	
doll bag	0	100	0	0	0			999	1		0	1	1		dol	dol	dol	dol	dol	dol	16	2	2	0	0	0	flpkey	invdoll		0	xxx			0	dolb		item_book	12	item_book	1	0	5	0	0	0	0	0	0	0			0	-1	-1											1	doldesc				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	1	xxx	xxx										
Random doll	0	100	85	0	0			999	1		0	1	1		19d	19d	19d	19d	19d	19d	16	2	2	0	0	0	flpkey	inv19d		0	xxx			0	runx		item_19d	12	item_book	0	0	5	0	0	0	1	1	50	1			0	-1	-1																0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll1	0	100	1	0	1			1	1		0	1	100		da0	da0	da0	da0	da0	da0	16	2	2	1	6	1	flpkey	invdol1		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll2	0	100	1	0	1			1	1		0	1	100		da1	da1	da1	da1	da1	da1	16	2	3	1	6	1	flpkey	invdol2		0	xxx			0	dols	dbkn	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll3	0	100	1	0	1			1	1		0	1	100		da2	da2	da2	da2	da2	da2	16	2	3	1	6	1	flpkey	invdol3		0	xxx			0	dols	dbkn	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll4	0	100	1	0	1			1	1		0	1	100		da3	da3	da3	da3	da3	da3	16	2	2	1	6	1	flpkey	invdol4		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll5	0	100	1	0	1			1	1		0	1	100		da4	da4	da4	da4	da4	da4	16	2	2	1	6	1	flpkey	invdol5		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll6	0	100	1	0	1			1	1		0	1	100		da5	da5	da5	da5	da5	da5	16	2	2	1	6	1	flpkey	invdol6		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll7	0	100	1	0	1			1	1		0	1	100		da6	da6	da6	da6	da6	da6	16	2	2	1	6	1	flpkey	invdol7		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll8	0	100	1	0	1			1	1		0	1	100		da7	da7	da7	da7	da7	da7	16	2	2	1	6	1	flpkey	invdol8		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll9	0	100	1	0	1			1	1		0	1	100		da8	da8	da8	da8	da8	da8	16	2	3	1	6	1	flpkey	invdol9		0	xxx			0	dols	dbkm	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll10	0	100	1	0	1			1	1		0	1	100		da9	da9	da9	da9	da9	da9	16	2	3	1	6	1	flpkey	invdol10		0	xxx			0	dols	dbkm	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll11	0	100	1	0	1			1	1		0	1	100		db0	db0	db0	db0	db0	db0	16	2	3	1	6	1	flpkey	invdol11		0	xxx			0	dols	dbkm	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll12	0	100	1	0	1			1	1		0	1	100		db1	db1	db1	db1	db1	db1	16	2	4	1	6	1	flpkey	invdol12		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll13	0	100	1	0	1			1	1		0	1	100		db2	db2	db2	db2	db2	db2	16	1	4	1	6	1	flpkey	invdol13		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll14	0	100	1	0	1			1	1		0	1	100		db3	db3	db3	db3	db3	db3	16	2	3	1	6	1	flpkey	invdol14		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll15	0	100	1	0	1			1	1		0	1	100		db4	db4	db4	db4	db4	db4	16	2	3	1	6	1	flpkey	invdol15		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll16	0	100	1	0	1			1	1		0	1	100		db5	db5	db5	db5	db5	db5	16	2	3	1	6	1	flpkey	invdol16		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll17	0	100	1	0	1			1	1		0	1	100		db6	db6	db6	db6	db6	db6	16	2	4	1	6	1	flpkey	invdol17		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll18	0	100	1	0	1			1	1		0	1	100		db7	db7	db7	db7	db7	db7	16	2	2	1	6	1	flpkey	invdol18		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll19	0	100	1	0	1			1	1		0	1	100		db8	db8	db8	db8	db8	db8	16	2	2	1	6	1	flpkey	invdol19		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll20	0	100	1	0	1			1	1		0	1	100		db9	db9	db9	db9	db9	db9	16	2	4	1	6	1	flpkey	invdol20		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll21	0	100	1	0	1			1	1		0	1	100		dc0	dc0	dc0	dc0	dc0	dc0	16	2	4	1	6	1	flpkey	invdol21		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll22	0	100	1	0	1			1	1		0	1	100		dc1	dc1	dc1	dc1	dc1	dc1	16	2	4	1	6	1	flpkey	invdol22		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll23	0	100	1	0	1			1	1		0	1	100		dc2	dc2	dc2	dc2	dc2	dc2	16	2	4	1	6	1	flpkey	invdol23		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll24	0	100	1	0	1			1	1		0	1	100		dc3	dc3	dc3	dc3	dc3	dc3	16	2	4	1	6	1	flpkey	invdol24		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll25	0	100	1	0	1			1	1		0	1	100		dc4	dc4	dc4	dc4	dc4	dc4	16	2	4	1	6	1	flpkey	invdol25		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll26	0	100	1	0	1			1	1		0	1	100		dc5	dc5	dc5	dc5	dc5	dc5	16	2	3	1	6	1	flpkey	invdol26		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll27	0	100	1	0	1			1	1		0	1	100		dc6	dc6	dc6	dc6	dc6	dc6	16	2	3	1	6	1	flpkey	invdol27		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll28	0	100	1	0	1			1	1		0	1	100		dc7	dc7	dc7	dc7	dc7	dc7	16	2	4	1	6	1	flpkey	invdol28		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll29	0	100	1	0	1			1	1		0	1	100		dc8	dc8	dc8	dc8	dc8	dc8	16	2	3	1	6	1	flpkey	invdol29		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll30	0	100	1	0	1			1	1		0	1	100		dc9	dc9	dc9	dc9	dc9	dc9	16	2	4	1	6	1	flpkey	invdol30		0	xxx			0	dols	dbko	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll31	0	100	1	0	1			1	1		0	1	100		dd0	dd0	dd0	dd0	dd0	dd0	16	2	3	1	6	1	flpkey	invdol31		0	xxx			0	dols	dbkn	item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll32	0	100	1	0	1			1	1		0	1	100		dd1	dd1	dd1	dd1	dd1	dd1	16	2	2	1	6	1	flpkey	invdol32		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll33	0	100	1	0	1			1	1		0	1	100		dd2	dd2	dd2	dd2	dd2	dd2	16	3	4	1	6	1	flpkey	invdol33		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll34	0	100	1	0	1			1	1		0	1	100		dd3	dd3	dd3	dd3	dd3	dd3	16	2	3	1	6	1	flpkey	invdol34		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll35	0	100	1	0	1			1	1		0	1	100		dd4	dd4	dd4	dd4	dd4	dd4	16	2	3	1	6	1	flpkey	invdol35		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll36	0	100	1	0	1			1	1		0	1	100		dd5	dd5	dd5	dd5	dd5	dd5	16	2	3	1	6	1	flpkey	invdol36		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll37	0	100	1	0	1			1	1		0	1	100		dd6	dd6	dd6	dd6	dd6	dd6	16	2	2	1	6	1	flpkey	invdol37		0	xxx			0	dols		item_dd6	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
Doll38	0	100	1	0	1			1	1		0	1	100		dd7	dd7	dd7	dd7	dd7	dd7	16	2	3	1	6	1	flpkey	invdol38		0	xxx			0	dols		item_doll	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1	-1											1	figurestr				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx										
