Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	ConditionCalc	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	QuestFlag	QuestFlagEx	*eol
Act 1 Citem C	11	27	1	800	800	800	1024	0	g03	1	Act 1 Equip C	37	Act 1 Good	3																								0
Act 2 Citem A	11	36	1	800	800	800	1024	0	g01	1	Act 2 Equip A	37	Act 2 Good	3																								0
Act 2 Citem B	11	45	1	800	800	800	1024	0	g02	1	Act 2 Equip B	37	Act 2 Good	3																								0
Act 2 Citem C	11	54	1	800	800	800	1024	0	g03	1	Act 2 Equip C	37	Act 3 Good	3																								0
Act 3 Citem A	11	60	1	800	800	800	1024	0	g01	1	Act 3 Equip A	37	Act 3 Good	3																								0
Act 3 Citem B	11	66	1	800	800	800	1024	0	g02	1	Act 3 Equip B	37	Act 3 Good	3																								0
Act 3 Citem C	11	72	1	800	800	800	1024	0	g03	1	Act 3 Equip C	37	Act 3 Good	3																								0
Act 4 Citem A	11	78	1	800	800	800	1024	0	g02	1	Act 4 Equip A	37	Act 4 Good	3																								0
Act 4 Citem B	11	87	1	800	800	800	1024	0	g03	1	Act 4 Equip B	37	Act 4 Good	3																								0
Act 5 Citem A	11	96	1	800	800	800	1024	0	g01	1	Act 5 Equip A	37	Act 5 Good	3																								0
Act 5 Citem B	11	102	1	800	800	800	1024	0	g02	1	Act 5 Equip B	37	Act 5 Good	3																								0
Act 5 Citem C	11	108	1	800	800	800	1024	0	g03	1	Act 5 Equip C	37	Act 5 Good	3																								0
Act 1 (N) Citem A	11	114	1	800	800	800	1024	0	g01	1	Act 1 (N) Equip A	37	Act 1 (N) Good	3																								0
Act 1 (N) Citem B	11	120	1	800	800	800	1024	0	g02	1	Act 1 (N) Equip B	37	Act 1 (N) Good	3																								0
Act 1 (N) Citem C	11	123	1	800	800	800	1024	0	g03	1	Act 1 (N) Equip B	37	Act 1 (N) Good	3																								0
Act 2 (N) Citem A	11	126	1	800	800	800	1024	0	g01	1	Act 2 (N) Equip A	37	Act 2 (N) Good	3																								0
Act 2 (N) Citem B	11	132	1	800	800	800	1024	0	g02	1	Act 2 (N) Equip B	37	Act 2 (N) Good	3																								0
Act 2 (N) Citem C	11	135	1	800	800	800	1024	0	g03	1	Act 2 (N) Equip B	37	Act 2 (N) Good	3																								0
Act 3 (N) Citem A	11	138	1	800	800	800	1024	0	g01	1	Act 3 (N) Equip A	37	Act 3 (N) Good	3																								0
Act 3 (N) Citem B	11	144	1	800	800	800	1024	0	g02	1	Act 3 (N) Equip B	37	Act 3 (N) Good	3																								0
Act 3 (N) Citem C	11	150	1	800	800	800	1024	0	g03	1	Act 3 (N) Equip B	37	Act 3 (N) Good	3																								0
Act 4 (N) Citem A	11	153	1	800	800	800	1024	0	g02	1	Act 4 (N) Equip A	37	Act 4 (N) Good	3																								0
Act 4 (N) Citem B	11	162	1	800	800	800	1024	0	g03	1	Act 4 (N) Equip B	37	Act 4 (N) Good	3																								0
Act 5 (N) Citem A	11	171	1	800	800	800	1024	0	g01	1	Act 5 (N) Equip A	37	Act 5 (N) Good	3																								0
Act 5 (N) Citem B	11	180	1	800	800	800	1024	0	g02	1	Act 5 (N) Equip B	37	Act 5 (N) Good	3																								0
Act 5 (N) Citem C	11	186	1	800	800	800	1024	0	g03	1	Act 5 (N) Equip C	37	Act 5 (N) Good	3																								0
Act 1 (H) Citem A	11	189	1	800	800	800	1024	0	g01	1	Act 1 (H) Equip A	37	Act 1 (H) Good	3	Act 3 Worldstone Shard Parent	3																						0
Act 1 (H) Citem B	11	198	1	800	800	800	1024	0	g02	1	Act 1 (H) Equip B	37	Act 1 (H) Good	3	Act 3 Worldstone Shard Parent	3																						0
Act 1 (H) Citem C	11	204	1	800	800	800	1024	0	g03	1	Act 1 (H) Equip B	37	Act 1 (H) Good	3	Act 3 Worldstone Shard Parent	3																						0
Act 2 (H) Citem A	11	207	1	800	800	800	1024	0	g01	1	Act 2 (H) Equip A	37	Act 2 (H) Good	3	Act 4 Worldstone Shard Parent	3																						0
Act 2 (H) Citem B	11	213	1	800	800	800	1024	0	g02	1	Act 2 (H) Equip B	37	Act 2 (H) Good	3	Act 4 Worldstone Shard Parent	3																						0
Act 2 (H) Citem C	11	216	1	800	800	800	1024	0	g03	1	Act 2 (H) Equip B	37	Act 2 (H) Good	3	Act 4 Worldstone Shard Parent	3																						0
Act 3 (H) Citem A	11	222	1	800	800	800	1024	0	g01	1	Act 3 (H) Equip A	37	Act 3 (H) Good	3	Act 5 Worldstone Shard Parent	3																						0
Act 3 (H) Citem B	11	225	1	800	800	800	1024	0	g02	1	Act 3 (H) Equip B	37	Act 3 (H) Good	3	Act 5 Worldstone Shard Parent	3																						0
Act 3 (H) Citem C	11	231	1	800	800	800	1024	0	g03	1	Act 3 (H) Equip B	37	Act 3 (H) Good	3	Act 5 Worldstone Shard Parent	3																						0
Act 4 (H) Citem A	11	234	1	800	800	800	1024	0	g02	1	Act 4 (H) Equip A	37	Act 4 (H) Good	3	Act 2 Worldstone Shard Parent	3																						0
Act 4 (H) Citem B	11	240	1	800	800	800	1024	0	g03	1	Act 4 (H) Equip B	37	Act 4 (H) Good	3	Act 2 Worldstone Shard Parent	3																						0
Act 5 (H) Citem A	11	243	1	800	800	800	1024	0	g01	1	Act 5 (H) Equip A	37	Act 5 (H) Good	3	Act 1 Worldstone Shard Parent	3																						0
Act 5 (H) Citem B	11	249	1	800	800	800	1024	0	g02	1	Act 5 (H) Equip B	37	Act 5 (H) Good	3	Act 1 Worldstone Shard Parent	3																						0
Act 5 (H) Citem C	11	255	1	800	800	800	1024	0	g03	1	Act 5 (H) Equip C	37	Act 5 (H) Good	3	Act 1 Worldstone Shard Parent	3																						0
Act 1 Cpot A	12	0	2					0	Hpotion 1	1																												0
Act 1 Cpot B	12	15	2					0	Hpotion 1	1																												0
Act 1 Cpot C	12	27	2					0	Hpotion 1	1																												0
Act 2 Cpot A	12	36	2					0	Hpotion 2	1																												0
Act 2 Cpot B	12	45	2					0	Hpotion 2	1																												0
Act 2 Cpot C	12	54	2					0	Hpotion 2	1																												0
Act 3 Cpot A	12	60	2					0	Hpotion 3	1																												0
Act 3 Cpot B	12	66	2					0	Hpotion 3	1																												0
Act 3 Cpot C	12	72	2					0	Hpotion 3	1																												0
Act 4 Cpot A	12	78	2					0	Hpotion 3	1	Hpotion 4	2																										0
Act 4 Cpot B	12	87	2					0	Hpotion 3	1	Hpotion 4	2																										0
Act 5 Cpot A	12	96	2					0	Hpotion 4	1	Hpotion 5	2																										0
Act 5 Cpot B	12	102	2					0	Hpotion 4	1	Hpotion 5	2																										0
Act 5 Cpot C	12	108	2					0	Hpotion 4	1	Hpotion 5	2																										0
Act 1 (N) Cpot A	12	114	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																								0
Act 1 (N) Cpot B	12	120	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																								0
Act 1 (N) Cpot C	12	123	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																								0
Act 2 (N) Cpot A	12	126	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																								0
Act 2 (N) Cpot B	12	132	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																								0
Act 2 (N) Cpot C	12	135	2					0	Hpotion 4	1	Hpotion 5	2	Hpotion 6	4																								0
Act 3 (N) Cpot A	12	138	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 3 (N) Cpot B	12	144	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 3 (N) Cpot C	12	150	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 4 (N) Cpot A	12	153	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 4 (N) Cpot B	12	162	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 5 (N) Cpot A	12	171	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 5 (N) Cpot B	12	180	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 5 (N) Cpot C	12	186	2					0	rvs	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 1 (H) Cpot A	12	189	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 1 (H) Cpot B	12	198	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 1 (H) Cpot C	12	204	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 2 (H) Cpot A	12	207	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 2 (H) Cpot B	12	213	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 2 (H) Cpot C	12	216	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 3 (H) Cpot A	12	222	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 3 (H) Cpot B	12	225	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 3 (H) Cpot C	12	231	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 4 (H) Cpot A	12	234	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 4 (H) Cpot B	12	240	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 5 (H) Cpot A	12	243	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 5 (H) Cpot B	12	249	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 5 (H) Cpot C	12	255	2					0	rvl	1	Hpotion 4	2	Hpotion 5	4	Hpotion 6	8																						0
Act 1 Champ A	13	0	-2					0	Act 1 Citem A	1	Act 1 Cpot A	2																										0
Act 1 Champ B	13	15	-2					0	Act 1 Citem B	1	Act 1 Cpot B	1																										0
Act 1 Champ C	13	27	-2					0	Act 1 Citem C	1	Act 1 Cpot C	1																										0
Act 2 Champ A	13	36	-2					0	Act 2 Citem A	1	Act 2 Cpot A	1																										0
Act 2 Champ B	13	45	-2					0	Act 2 Citem B	1	Act 2 Cpot B	1																										0
Act 2 Champ C	13	54	-2					0	Act 2 Citem C	1	Act 2 Cpot C	1																										0
Act 3 Champ A	13	60	-2					0	Act 3 Citem A	1	Act 3 Cpot A	1																										0
Act 3 Champ B	13	66	-2					0	Act 3 Citem B	1	Act 3 Cpot B	1																										0
Act 3 Champ C	13	72	-2					0	Act 3 Citem C	1	Act 3 Cpot C	1																										0
Act 4 Champ A	13	78	-2					0	Act 4 Citem A	1	Act 4 Cpot A	1																										0
Act 4 Champ B	13	87	-2					0	Act 4 Citem B	1	Act 4 Cpot B	1																										0
Act 5 Champ A	13	96	-2					0	Act 5 Citem A	1	Act 5 Cpot A	1																										0
Act 5 Champ B	13	102	-2					0	Act 5 Citem B	1	Act 5 Cpot B	1																										0
Act 5 Champ C	13	108	-2					0	Act 5 Citem C	1	Act 5 Cpot C	1																										0
Act 1 (N) Champ A	13	114	-2					0	Act 1 (N) Citem A	1	Act 1 (N) Cpot A	2																										0
Act 1 (N) Champ B	13	120	-2					0	Act 1 (N) Citem B	1	Act 1 (N) Cpot B	2																										0
Act 1 (N) Champ C	13	123	-2					0	Act 1 (N) Citem C	1	Act 1 (N) Cpot C	2																										0
Act 2 (N) Champ A	13	126	-2					0	Act 2 (N) Citem A	1	Act 2 (N) Cpot A	2																										0
Act 2 (N) Champ B	13	132	-2					0	Act 2 (N) Citem B	1	Act 2 (N) Cpot B	2																										0
Act 2 (N) Champ C	13	135	-2					0	Act 2 (N) Citem C	1	Act 2 (N) Cpot C	2																										0
Act 3 (N) Champ A	13	138	-2					0	Act 3 (N) Citem A	1	Act 3 (N) Cpot A	2																										0
Act 3 (N) Champ B	13	144	-2					0	Act 3 (N) Citem B	1	Act 3 (N) Cpot B	2																										0
Act 3 (N) Champ C	13	150	-2					0	Act 3 (N) Citem C	1	Act 3 (N) Cpot C	2																										0
Act 4 (N) Champ A	13	153	-2					0	Act 4 (N) Citem A	1	Act 4 (N) Cpot A	2																										0
Act 4 (N) Champ B	13	162	-2					0	Act 4 (N) Citem B	1	Act 4 (N) Cpot B	2																										0
Act 4 (N) Champ C	13	168	-2					0	Act 4 (N) Citem B	1	Act 4 (N) Cpot B	2																										0
Act 5 (N) Champ A	13	171	-2					0	Act 5 (N) Citem A	1	Act 5 (N) Cpot A	2																										0
Act 5 (N) Champ B	13	180	-2					0	Act 5 (N) Citem B	1	Act 5 (N) Cpot B	2																										0
Act 5 (N) Champ C	13	186	-2					0	Act 5 (N) Citem C	1	Act 5 (N) Cpot C	2																										0
Act 1 (H) Champ A	13	189	-3					0	Act 1 (H) Citem A	1	Act 1 (H) Cpot A	3																										0
Act 1 (H) Champ B	13	198	-3					0	Act 1 (H) Citem B	1	Act 1 (H) Cpot B	3																										0
Act 1 (H) Champ C	13	204	-3					0	Act 1 (H) Citem C	1	Act 1 (H) Cpot C	3																										0
Act 2 (H) Champ A	13	207	-3					0	Act 2 (H) Citem A	1	Act 2 (H) Cpot A	3																										0
Act 2 (H) Champ B	13	213	-3					0	Act 2 (H) Citem B	1	Act 2 (H) Cpot B	3																										0
Act 2 (H) Champ C	13	216	-3					0	Act 2 (H) Citem C	1	Act 2 (H) Cpot C	3																										0
Act 3 (H) Champ A	13	222	-3					0	Act 3 (H) Citem A	1	Act 3 (H) Cpot A	3																										0
Act 3 (H) Champ B	13	225	-3					0	Act 3 (H) Citem B	1	Act 3 (H) Cpot B	3																										0
Act 3 (H) Champ C	13	231	-3					0	Act 3 (H) Citem C	1	Act 3 (H) Cpot C	3																										0
Act 4 (H) Champ A	13	234	-3					0	Act 4 (H) Citem A	1	Act 4 (H) Cpot A	3																										0
Act 4 (H) Champ B	13	240	-3					0	Act 4 (H) Citem B	1	Act 4 (H) Cpot B	3																										0
Act 5 (H) Champ A	13	243	-3					0	Act 5 (H) Citem A	1	Act 5 (H) Cpot A	3																										0
Act 5 (H) Champ B	13	249	-3					0	Act 5 (H) Citem B	1	Act 5 (H) Cpot B	3																										0
Act 5 (H) Champ C	13	255	-3					0	Act 5 (H) Citem C	1	Act 5 (H) Cpot C	3																										0
Act 1 Uitem A	14	0	1	800	800	800	1024	0	Act 1 Equip A	58	Act 1 Good	4																										0
Act 1 Uitem B	14	15	1	800	800	800	1024	0	Act 1 Equip B	58	Act 1 Good	4																										0
Act 1 Uitem C	14	27	1	800	800	800	1024	0	Act 1 Equip C	58	Act 1 Good	4																										0
Act 2 Uitem A	14	36	1	800	800	800	1024	0	Act 2 Equip A	58	Act 2 Good	4																										0
Act 2 Uitem B	14	45	1	800	800	800	1024	0	Act 2 Equip B	58	Act 2 Good	4																										0
Act 2 Uitem C	14	54	1	800	800	800	1024	0	Act 2 Equip C	58	Act 3 Good	4																										0
Act 3 Uitem A	14	60	1	800	800	800	1024	0	Act 3 Equip A	58	Act 3 Good	4																										0
Act 3 Uitem B	14	66	1	800	800	800	1024	0	Act 3 Equip B	58	Act 3 Good	4																										0
Act 3 Uitem C	14	72	1	800	800	800	1024	0	Act 3 Equip C	58	Act 3 Good	4																										0
Act 4 Uitem A	14	78	1	800	800	800	1024	0	Act 4 Equip A	58	Act 4 Good	4																										0
Act 4 Uitem B	14	87	1	800	800	800	1024	0	Act 4 Equip B	58	Act 4 Good	4																										0
Act 5 Uitem A	14	96	1	800	800	800	1024	0	Act 5 Equip A	58	Act 5 Good	4																										0
Act 5 Uitem B	14	102	1	800	800	800	1024	0	Act 5 Equip B	58	Act 5 Good	4																										0
Act 5 Uitem C	14	108	1	800	800	800	1024	0	Act 5 Equip C	58	Act 5 Good	4																										0
Act 1 (N) Uitem A	14	114	1	800	800	800	1024	0	Act 1 (N) Equip A	58	Act 1 (N) Good	4																										0
Act 1 (N) Uitem B	14	120	1	800	800	800	1024	0	Act 1 (N) Equip B	58	Act 1 (N) Good	4																										0
Act 1 (N) Uitem C	14	123	1	800	800	800	1024	0	Act 1 (N) Equip B	58	Act 1 (N) Good	4																										0
Act 2 (N) Uitem A	14	126	1	800	800	800	1024	0	Act 2 (N) Equip A	58	Act 2 (N) Good	4																										0
Act 2 (N) Uitem B	14	132	1	800	800	800	1024	0	Act 2 (N) Equip B	58	Act 2 (N) Good	4																										0
Act 2 (N) Uitem C	14	135	1	800	800	800	1024	0	Act 2 (N) Equip B	58	Act 2 (N) Good	4																										0
Act 3 (N) Uitem A	14	138	1	800	800	800	1024	0	Act 3 (N) Equip A	58	Act 3 (N) Good	4																										0
Act 3 (N) Uitem B	14	144	1	800	800	800	1024	0	Act 3 (N) Equip B	58	Act 3 (N) Good	4																										0
Act 3 (N) Uitem C	14	150	1	800	800	800	1024	0	Act 3 (N) Equip B	58	Act 3 (N) Good	4																										0
Act 4 (N) Uitem A	14	153	1	800	800	800	1024	0	Act 4 (N) Equip A	58	Act 4 (N) Good	4																										0
Act 4 (N) Uitem B	14	162	1	800	800	800	1024	0	Act 4 (N) Equip B	58	Act 4 (N) Good	4																										0
Act 5 (N) Uitem A	14	171	1	800	800	800	1024	0	Act 5 (N) Equip A	58	Act 5 (N) Good	4																										0
Act 5 (N) Uitem B	14	180	1	800	800	800	1024	0	Act 5 (N) Equip B	58	Act 5 (N) Good	4																										0
Act 5 (N) Uitem C	14	186	1	800	800	800	1024	0	Act 5 (N) Equip C	58	Act 5 (N) Good	4																										0
Act 1 (H) Uitem A	14	189	1	800	800	800	1024	0	Act 1 (H) Equip A	58	Act 1 (H) Good	4	Act 3 Worldstone Shard Parent	2																								0
Act 1 (H) Uitem B	14	198	1	800	800	800	1024	0	Act 1 (H) Equip B	58	Act 1 (H) Good	4	Act 3 Worldstone Shard Parent	2																								0
Act 1 (H) Uitem C	14	204	1	800	800	800	1024	0	Act 1 (H) Equip B	58	Act 1 (H) Good	4	Act 3 Worldstone Shard Parent	2																								0
Act 2 (H) Uitem A	14	207	1	800	800	800	1024	0	Act 2 (H) Equip A	58	Act 2 (H) Good	4	Act 4 Worldstone Shard Parent	2																								0
Act 2 (H) Uitem B	14	213	1	800	800	800	1024	0	Act 2 (H) Equip B	58	Act 2 (H) Good	4	Act 4 Worldstone Shard Parent	2																								0
Act 2 (H) Uitem C	14	216	1	800	800	800	1024	0	Act 2 (H) Equip B	58	Act 2 (H) Good	4	Act 4 Worldstone Shard Parent	2																								0
Act 3 (H) Uitem A	14	222	1	800	800	800	1024	0	Act 3 (H) Equip A	58	Act 3 (H) Good	4	Act 5 Worldstone Shard Parent	2																								0
Act 3 (H) Uitem B	14	225	1	800	800	800	1024	0	Act 3 (H) Equip B	58	Act 3 (H) Good	4	Act 5 Worldstone Shard Parent	2																								0
Act 3 (H) Uitem C	14	231	1	800	800	800	1024	0	Act 3 (H) Equip B	58	Act 3 (H) Good	4	Act 5 Worldstone Shard Parent	2																								0
Act 4 (H) Uitem A	14	234	1	800	800	800	1024	0	Act 4 (H) Equip A	58	Act 4 (H) Good	4	Act 2 Worldstone Shard Parent	2																								0
Act 4 (H) Uitem B	14	240	1	800	800	800	1024	0	Act 4 (H) Equip B	58	Act 4 (H) Good	4	Act 2 Worldstone Shard Parent	2																								0
Act 5 (H) Uitem A	14	243	1	800	800	800	1024	0	Act 5 (H) Equip A	58	Act 5 (H) Good	4	Act 1 Worldstone Shard Parent	2																								0
Act 5 (H) Uitem B	14	249	1	800	800	800	1024	0	Act 5 (H) Equip B	58	Act 5 (H) Good	4	Act 1 Worldstone Shard Parent	2																								0
Act 5 (H) Uitem C	14	255	1	800	800	800	1024	0	Act 5 (H) Equip C	58	Act 5 (H) Good	4	Act 1 Worldstone Shard Parent	2																								0
Act 1 Unique A	15	0	-4	933	1010	800	800	0	Act 1 Uitem A	1	Act 1 Cpot A	1																										0
Act 1 Unique B	15	15	-4	933	1010	800	800	0	Act 1 Uitem B	1	Act 1 Cpot B	1																										0
Act 1 Unique C	15	27	-4	933	1010	800	800	0	Act 1 Uitem C	1	Act 1 Cpot C	1																										0
Act 2 Unique A	15	36	-4	933	1010	800	800	0	Act 2 Uitem A	1	Act 2 Cpot A	1																										0
Act 2 Unique B	15	45	-4	933	1010	800	800	0	Act 2 Uitem B	1	Act 2 Cpot B	1																										0
Act 2 Unique C	15	54	-4	933	1010	800	800	0	Act 2 Uitem C	1	Act 2 Cpot C	1																										0
Act 3 Unique A	15	60	-4	933	1010	800	800	0	Act 3 Uitem A	1	Act 3 Cpot A	1																										0
Act 3 Unique B	15	66	-4	933	1010	800	800	0	Act 3 Uitem B	1	Act 3 Cpot B	1																										0
Act 3 Unique C	15	72	-4	933	1010	800	800	0	Act 3 Uitem C	1	Act 3 Cpot C	1																										0
Act 4 Unique A	15	78	-4	933	1010	800	800	0	Act 4 Uitem A	1	Act 4 Cpot A	1																										0
Act 4 Unique B	15	87	-4	933	1010	800	800	0	Act 4 Uitem B	1	Act 4 Cpot B	1																										0
Act 5 Unique A	15	96	-4	933	1010	800	800	0	Act 5 Uitem A	1	Act 5 Cpot A	1																										0
Act 5 Unique B	15	102	-4	933	1010	800	800	0	Act 5 Uitem B	1	Act 5 Cpot B	1																										0
Act 5 Unique C	15	108	-4	933	1010	800	800	0	Act 5 Uitem C	1	Act 5 Cpot C	1																										0
Act 1 (N) Unique A	15	114	-4	933	1010	800	800	0	Act 1 (N) Uitem A	1	Act 1 (N) Cpot A	1																										0
Act 1 (N) Unique B	15	120	-4	933	1010	800	800	0	Act 1 (N) Uitem B	1	Act 1 (N) Cpot B	1																										0
Act 1 (N) Unique C	15	123	-4	933	1010	800	800	0	Act 1 (N) Uitem C	1	Act 1 (N) Cpot C	1																										0
Act 2 (N) Unique A	15	126	-4	933	1010	800	800	0	Act 2 (N) Uitem A	1	Act 2 (N) Cpot A	1																										0
Act 2 (N) Unique B	15	132	-4	933	1010	800	800	0	Act 2 (N) Uitem B	1	Act 2 (N) Cpot B	1																										0
Act 2 (N) Unique C	15	135	-4	933	1010	800	800	0	Act 2 (N) Uitem C	1	Act 2 (N) Cpot C	1																										0
Act 3 (N) Unique A	15	138	-4	933	1010	800	800	0	Act 3 (N) Uitem A	1	Act 3 (N) Cpot A	1																										0
Act 3 (N) Unique B	15	144	-4	933	1010	800	800	0	Act 3 (N) Uitem B	1	Act 3 (N) Cpot B	1																										0
Act 3 (N) Unique C	15	150	-4	933	1010	800	800	0	Act 3 (N) Uitem C	1	Act 3 (N) Cpot C	1																										0
Act 4 (N) Unique A	15	153	-4	933	1010	800	800	0	Act 4 (N) Uitem A	1	Act 4 (N) Cpot A	1																										0
Act 4 (N) Unique B	15	162	-4	933	1010	800	800	0	Act 4 (N) Uitem B	1	Act 4 (N) Cpot B	1																										0
Act 5 (N) Unique A	15	171	-4	933	1010	800	800	0	Act 5 (N) Uitem A	1	Act 5 (N) Cpot A	1																										0
Act 5 (N) Unique B	15	180	-4	933	1010	800	800	0	Act 5 (N) Uitem B	1	Act 5 (N) Cpot B	1																										0
Act 5 (N) Unique C	15	186	-4	933	1010	800	800	0	Act 5 (N) Uitem C	1	Act 5 (N) Cpot C	1																										0
Act 1 (H) Unique A	15	189	-4	933	1010	800	800	0	Act 1 (H) Uitem A	1	Act 1 (H) Cpot A	2																										0
Act 1 (H) Unique B	15	198	-4	933	1010	800	800	0	Act 1 (H) Uitem B	1	Act 1 (H) Cpot B	2																										0
Act 1 (H) Unique C	15	204	-4	933	1010	800	800	0	Act 1 (H) Uitem C	1	Act 1 (H) Cpot C	2																										0
Act 2 (H) Unique A	15	207	-4	933	1010	800	800	0	Act 2 (H) Uitem A	1	Act 2 (H) Cpot A	2																										0
Act 2 (H) Unique B	15	213	-4	933	1010	800	800	0	Act 2 (H) Uitem B	1	Act 2 (H) Cpot B	2																										0
Act 2 (H) Unique C	15	216	-4	933	1010	800	800	0	Act 2 (H) Uitem C	1	Act 2 (H) Cpot C	2																										0
Act 3 (H) Unique A	15	222	-4	933	1010	800	800	0	Act 3 (H) Uitem A	1	Act 3 (H) Cpot A	2																										0
Act 3 (H) Unique B	15	225	-4	933	1010	800	800	0	Act 3 (H) Uitem B	1	Act 3 (H) Cpot B	2																										0
Act 3 (H) Unique C	15	231	-4	933	1010	800	800	0	Act 3 (H) Uitem C	1	Act 3 (H) Cpot C	2																										0
Act 4 (H) Unique A	15	234	-4	933	1010	800	800	0	Act 4 (H) Uitem A	1	Act 4 (H) Cpot A	2																										0
Act 4 (H) Unique B	15	240	-4	933	1010	800	800	0	Act 4 (H) Uitem B	1	Act 4 (H) Cpot B	2																										0
Act 5 (H) Unique A	15	243	-4	933	1010	800	800	0	Act 5 (H) Uitem A	1	Act 5 (H) Cpot A	2																										0
Act 5 (H) Unique B	15	249	-4	933	1010	800	800	0	Act 5 (H) Uitem B	1	Act 5 (H) Cpot B	2																										0
